website,tags,phone,address,name,latitude,longitude,infos_url
,,02 97 43 40 57,"32 rue du Port<br />
56000 Vannes",Crêperie du Port,47.6528155,-2.75944290000007,http://vegoresto.fr/resto/creperie-du-port
http://www.cuisine-cruenelle.com/,gluten-free,06 28 07 12 79,"Arquejols<br />
43340 Rauret",Cru en Elle,44.806864,3.82324300000005,http://vegoresto.fr/resto/cru-en-elle
http://cuisine-verte.com/,"vegetarian, gluten-free",07 60 13 13 73,50000 Saint-Lô,Cuisine Verte,49.1154686,-1.08281360000001,http://vegoresto.fr/resto/cuisine-verte
,"vegetarian, vegan",09 73 54 79 83,"85 rue de la Monnaie<br />
59000 Lille",De Rode Koe,50.6416511,3.06175159999998,http://vegoresto.fr/resto/de-rode-koe
http://declicsalade.fr/,,03 68 62 02 12,"11 rue du Verdon<br />
67100 Strasbourg",Declic’Salade,48.5506921,7.73735439999996,http://vegoresto.fr/resto/declicsalade
http://www.delhidelice.fr/,,04 42 26 53 06,"22 rue Félibre Gaut<br />
13100 Aix-en-Provence",Delhi Délice,43.5287445,5.44681560000004,http://vegoresto.fr/resto/delhi-delice
http://dmerveilles.com/,"vegetarian, vegan, gluten-free",03 62 13 23 05,"270 rue des Fusillés <br />
59650 Villeneuve d&#039;Ascq",Des Merveilles dans la Théière,50.6088221,3.16384270000003,http://vegoresto.fr/resto/des-merveilles-dans-la-theiere
,vegan,Pas de téléphone.,"1 boulevard Bigo Danel<br />
59000 Lille",Do It Yourself Café,50.6275538,3.04202810000004,http://vegoresto.fr/resto/do-it-yourself-cafe
http://www.duneparis.fr/,,01 43 57 83 15,"20 rue Keller<br />
75011 Paris",Dune,48.8548579,2.37608879999993,http://vegoresto.fr/resto/dune
www.dileenilenoirmoutier.com/,,02 51 39 64 47,"104 avenue Mourain<br />
L&#039;Herbaudière<br />
85330 Île de Noirmoutier",D’Ile en ile,47.0187693,-2.29705609999996,http://vegoresto.fr/resto/dile-en-ile
edskitchen.blogspot.fr/,,06 31 75 86 10,74140 Excenevex,Ed’s Kitchen,46.354408,6.35294999999996,http://vegoresto.fr/resto/eds-kitchen
,gluten-free,04 78 42 68 13,"66 avenue Félix Faure<br />
69003 Lyon",Elfie,45.7528665,4.85429369999997,http://vegoresto.fr/resto/elfie
,"vegan, gluten-free",06 25 81 12 13,68100 Mulhouse,FoodLinK,47.7413496,7.34568569999999,http://vegoresto.fr/resto/foodlink
www.restaurantganesha.com,,03 88 35 39 14,"46, rue de Zurich<br />
67000 Strasbourg",Ganesha,48.5794446,7.75814309999998,http://vegoresto.fr/resto/ganesha
www.gentlegourmetcafe.com/,"vegan, gluten-free",01 43 43 48 49,"24 Boulevard de la Bastille<br />
75012 Paris",Gentle Gourmet Café,48.849026,2.36826510000003,http://vegoresto.fr/resto/gentle-gourmet-cafe
,,025031357,"Rue Van Artevelde 14<br />
1000 Bruxelles",Gourmet d’Asie,50.8484557,4.34734839999999,http://vegoresto.fr/resto/gourmet-dasie
legrandappetit.fr/index.php,vegan,01 40 27 04 95,"9 rue de la Cerisaie<br />
75004 Paris",Grand Appétit,48.8516549,2.36640599999998,http://vegoresto.fr/resto/grand-appetit
,"vegetarian, vegan, gluten-free",05 35 38 41 18,"62 - 64 rue du Hâ<br />
33000 Bordeaux",Greedy,44.8359895,-0.578328699999929,http://vegoresto.fr/resto/greedy
restaurant-vegetarien-vegan-normandie.fr/,"vegetarian, vegan",02 31 93 38 52,"15 rue de bras<br />
14000 Caen",Greedy Guts,49.1823554,-0.364830500000039,http://vegoresto.fr/resto/greedy-guts
www.greendeliss.fr/,"vegetarian, vegan",04 88 00 08 60,"11 avenue du Maréchal Foch<br />
13004 Marseille",GreenDeliss,43.3020502,5.39785280000001,http://vegoresto.fr/resto/greendeliss
grrrfood.blogspot.fr/,"vegetarian, vegan",07 83 13 11 67,"Halles de Sérignan<br />
Boulevard Voltaire<br />
34410 Sérignan",GRRRfood,43.2821456,3.27912960000003,http://vegoresto.fr/resto/grrrfood
http://www.guantanamera.fr/,,09 54 78 48 81,"47 rue Pajol<br />
75018 paris",Guantanamera,48.8890181,2.36231969999994,http://vegoresto.fr/resto/guantanamera
www.hankburger.com/,"vegan, gluten-free",09 72 44 03 99,"55 rue des Archives<br />
75003 Paris",Hank,48.8615751,2.35829339999998,http://vegoresto.fr/resto/hank
,,09 84 25 44 71,"17 rue Benoît Bunico<br />
06300 Nice",Himalaya,43.6974435,7.27690370000005,http://vegoresto.fr/resto/himalaya
http://www.indianhouse.fr/,,03 20 31 38 43,"23 rue Royale<br />
59800 Lille",Indian House,50.6394572,3.05807589999995,http://vegoresto.fr/resto/indian-house
http://www.restaurant-izba.com/Accueil.html,vegetarian,05 53 09 37 51,"11 Cours Fénelon<br />
24000 Périgueux",Izba,45.182301,0.719946199999981,http://vegoresto.fr/resto/izba
http://www.jinjiresto.com/,,05 61 15 71 00,"23 rue des Mines<br />
31700 Blagnac",Jin Ji Table Coréenne,43.6362749,1.39155909999999,http://vegoresto.fr/resto/jin-ji-table-coreenne
http://www.restaurant-orleans-kogi.fr/restaurant-orleans,,09 50 00 04 48,"36 Rue de l&#039;Empereur<br />
45000 Orléans",Kogi,47.8997588,1.90790790000005,http://vegoresto.fr/resto/kogi
restaurant-krishna.e-monsite.com/,,05 55 33 19 76,"13 Rue Delescluze<br />
87000 Limoges",Krishna,45.8274053,1.2616544,http://vegoresto.fr/resto/krishna
,,04 91 92 74 78,"8 place Notre-Dame du Mont<br />
13006 Marseille",La Baie du Dragon,43.2920007,5.38358949999997,http://vegoresto.fr/resto/la-baie-du-dragon
labellevertebio.com,"vegetarian, vegan, gluten-free",05 61 62 73 42,"50 rue d&#039;Aubuisson<br />
31000 Toulouse",La Belle Verte,43.6029589,1.4538,http://vegoresto.fr/resto/la-belle-verte
www.labergamothee.fr/,"vegetarian, vegan, gluten-free",06 43 97 77 70,"1 place du Mazet<br />
63000 Clermont-Ferrand",La BerGamoThée,45.7794131,3.08442479999997,http://vegoresto.fr/resto/la-bergamothee
www.lacaravegan.eu,vegan,06 01 71 06 30,"87 route de Monlon<br />
Camping Du Gaoucher<br />
40560 Vielle Saint Girons",La CaraVegan,43.9037325,-1.29185670000004,http://vegoresto.fr/resto/la-caravegan
,,04 22 09 58 55,"52 rue Gioffredo<br />
06000 Nice",La Casa Della Piadina,43.69897,7.27210779999996,http://vegoresto.fr/resto/la-casa-della-piadina
restolacoree.com,,09 82 27 82 15,"40 avenue Jean Jaurès<br />
69007 Lyon",La Corée,45.7509798,4.84502470000007,http://vegoresto.fr/resto/la-coree
www.lacuisinedejohanna.com/,"vegetarian, vegan",05 56 35 81 03,"44 Cours Anatole France<br />
33000 Bordeaux",La cuisine de Johanna,44.8355503,-0.583633100000043,http://vegoresto.fr/resto/la-cuisine-de-johanna
,"vegetarian, gluten-free",06 52 69 62 65,84400 Apt,La Cuisine Mobile,43.8728272,5.4149003,http://vegoresto.fr/resto/la-cuisine-mobile
http://restomillepoetes.unblog.fr/,gluten-free,04 68 65 15 87,"2 b Avenue Elie Sermet<br />
11100 Narbonne",La Flambée des Mille Poètes,43.1871086,3.0088753,http://vegoresto.fr/resto/la-flambee-des-mille-poetes
lafoliedoucebar.free.fr/accueil.html,"vegetarian, vegan, gluten-free",06 77 45 80 30,"111 Boulevard de Ménilmontant<br />
75011 Paris",La Folie Douce,48.8652807,2.38417809999999,http://vegoresto.fr/resto/la-folie-douce
http://www.maisonduvert.com/index_f.htm,vegetarian,02 33 36 95 84,"Le bourg<br />
61120 Ticheville",La Maison du Vert,48.9093063,0.26325810000003,http://vegoresto.fr/resto/la-maison-du-vert
www.lamaisonthai.fr/,,04 78 24 85 45,"85 rue Masséna<br />
69006 Lyon",La Maison Thaï,45.7665634,4.8549878,http://vegoresto.fr/resto/la-maison-thai
,"vegetarian, vegan, gluten-free",03 89 56 08 47,"26 rue de la Justice<br />
68100 Mulhouse",La Parenthèse,47.7481484,7.34109899999999,http://vegoresto.fr/resto/la-parenthese
,"vegetarian, vegan, gluten-free",09 50 66 20 64,"33 rue du jeu des enfants<br />
67000 Strasbourg",La Pause Quinoa,48.5837877,7.74275990000001,http://vegoresto.fr/resto/la-pause-quinoa
,"vegan, gluten-free",06 62 43 81 25,Sud de l&#039;Ardèche.,La Pause Verte,44.5981671,4.37707039999998,http://vegoresto.fr/resto/la-pause-verte
www.laprovincialepizzas.fr/,,04 93 09 35 93,"Route de Draguignan<br />
Rés. le grand chemin<br />
06530 Le Tignet",La Provinciale,43.639995,6.84615299999996,http://vegoresto.fr/resto/la-provinciale
,"vegan, gluten-free",06 95 30 00 66,"5 rue du théâtre<br />
66000 Perpignan",La révolution verte,42.6983003,2.89624330000004,http://vegoresto.fr/resto/la-revolution-verte
laromana-hyeres.com/,"vegetarian, vegan, gluten-free",04 94 57 45 07,"11 avenue Pierre Renaudel<br />
83400 Hyères",La Romana,43.109366,6.1262097,http://vegoresto.fr/resto/la-romana
http://www.la-saigonnaise.com/,,02 97 68 49 80,"2 place de la Madeleine<br />
56000 Vannes",La Saigonnaise,47.6591887,-2.77148629999999,http://vegoresto.fr/resto/la-saigonnaise
,,09 86 27 34 98,"187, av. Gambetta<br />
16000 Angoulême",La Soupape,45.6500903,0.160888500000056,http://vegoresto.fr/resto/la-soupape
www.latabledesroy.fr/,gluten-free,02 40 20 33 86,"4 rue des Trois Croissants<br />
44000 Nantes",La Table des Roy,47.2167998,-1.55486159999998,http://vegoresto.fr/resto/la-table-des-roy
,"vegetarian, vegan",03 83 32 17 64,"27 rue des soeurs Macaron<br />
54000 Nancy",La table du Petit Chaouen,48.6885731,6.18490159999999,http://vegoresto.fr/resto/la-table-du-petit-chaouen
www.tetedechou.fr/,"vegetarian, vegan",03 89 46 22 17,"14 rue des 3 rois<br />
68100 Mulhouse",La tête de chou,47.7443154,7.33427800000004,http://vegoresto.fr/resto/la-tete-de-chou
,"vegan, gluten-free",06 65 61 79 20,"Coulaine<br />
49170 Savennières",La Vegan Mobile,47.4269346,-0.757978800000046,http://vegoresto.fr/resto/la-vegan-mobile
,gluten-free,06 15 32 38 85,"41  rue Jean Jaurès<br />
42300 Roanne",La Vie est Belle,46.0343753,4.0744029,http://vegoresto.fr/resto/la-vie-est-belle
,vegan,à venir,"30 boulevard Bonne Nouvelle<br />
75010 Paris",Las Vegans,48.8707923,2.34990130000006,http://vegoresto.fr/resto/las-vegans
http://le-bistrot-de-l-ile.blogspot.fr/,"vegetarian, vegan, gluten-free",02 40 47 92 35,"17 rue de la Tour d&#039;Auvergne<br />
44200 Nantes",Le Bistrot de l’Ile,47.2065125,-1.55484939999997,http://vegoresto.fr/resto/le-bistrot-de-lile
http://www.capoul.com/,,05 61 21 08 27,"13 place Wilson<br />
31000 Toulouse",Le Capoul,43.6051529,1.44682409999996,http://vegoresto.fr/resto/le-capoul
www.lecedre-restaurant.fr/,,02 40 20 15 61,"20 rue Kervegan<br />
44000 Nantes",Le Cèdre,47.2130494,-1.55558270000006,http://vegoresto.fr/resto/le-cedre
,,04 89 29 34 72,"2271 corniche Georges Pompidou<br />
83500 La Seyne sur Mer",Le Cedrus,43.0807073,5.89401989999999,http://vegoresto.fr/resto/le-cedrus
,,02 97 42 56 74,"17 place du Général de Gaulle<br />
56000 Vannes",Le coq à l’âne,47.6584591,-2.75369839999996,http://vegoresto.fr/resto/le-coq-a-lane
,gluten-free,09 52 38 80 54,"15 rue Saint François<br />
33000 Bordeaux",Le Cosmopolis,44.8344656,-0.567678300000011,http://vegoresto.fr/resto/le-cosmopolis
http://www.domainedelareynaude.com/fr/,,04 90 59 30 24,"Les Sonnaillets<br />
13121 Aurons",Le Domaine de la Reynaude,43.664817,5.1555419,http://vegoresto.fr/resto/le-domaine-de-la-reynaude
http://www.legirouet.com/,,02 38 81 07 14,"14 Quai du Châtelet<br />
45000 Orléans",Le Girouet,47.8981173,1.91202780000003,http://vegoresto.fr/resto/le-girouet
http://www.legrenierdenotredame.fr/,"vegetarian, vegan",01 43 29 98 29,"18 rue de la Bûcherie<br />
75005 Paris",Le Grenier de Notre-Dame,48.8519396,2.34846470000002,http://vegoresto.fr/resto/le-grenier-de-notre-dame
leharicotvivant.com,"vegetarian, vegan, gluten-free",06 03 62 08 40,"15 avenue du Pinsan<br />
33370 Artigues",Le haricot vivant,44.8597164,-0.489654599999994,http://vegoresto.fr/resto/le-haricot-vivant
,,02 99 54 07 38,"29 Cours John Fitzgerald Kennedy<br />
35000 Rennes",Lê Lai,48.1214174,-1.70897749999995,http://vegoresto.fr/resto/le-lai
http://www.restaurant-le-lift.com/la_carte.php,,02 38 62 40 00,"5 rue de la Poterne<br />
45000 Orléans",Le Lift,47.8986733,1.90930660000004,http://vegoresto.fr/resto/le-lift
,vegan,03 62 92 91 41,"71 rue Jeanne d&#039;Arc<br />
59000 Lille",Le Liquium,50.624249,3.06441819999998,http://vegoresto.fr/resto/le-liquim
www.lemachonfin.fr/,,04 74 66 28 06,"52 rue de la Poste<br />
69220 Belleville-sur-Saône",Le Mâchon fin,46.1105745,4.75070919999996,http://vegoresto.fr/resto/le-machon-fin
http://lemekongdor.com/,,03 84 56 84 17,"11 rue des Tanneurs<br />
70400 Héricourt",Le Mékong d’Or,47.575489,6.75961389999998,http://vegoresto.fr/resto/le-mekong-dor
http://www.lepigeonnierduperron.com/fr/,gluten-free,05 49 19 76 08,"Lieu dit Le Perron<br />
86530 Availles En Châtellerault",Le Pigeonnier du Perron,46.757621,0.568741999999929,http://vegoresto.fr/resto/le-pigeonnier-du-perron
http://lepotagerdecharlotte.fr/,"vegan, gluten-free",01 44 65 09 63,"12 rue de la Tour d&#039;Auvergne<br />
75009 Paris",Le Potager de Charlotte,48.8790612,2.34472970000002,http://vegoresto.fr/resto/le-potager-de-charlotte
http://www.lepotagerdumarais.fr/Potager_du_Marais/Le_Potager_du_Marais.html,"vegan, gluten-free",01 57 40 98 57,"24 rue Rambuteau<br />
75003 Paris",Le Potager du Marais,48.8610455,2.35402829999998,http://vegoresto.fr/resto/le-potager-du-marais
http://www.restaurant-petit-ogre.com/,,06 51 63 73 21,"1 rue des Pénitents Gris<br />
31000 Toulouse",Le P’tit Ogre,43.6055946,1.44255799999996,http://vegoresto.fr/resto/le-ptit-ogre
www.le-roi-falafel.com/,,04 69 67 31 97,"30 Rue Palais Grillet<br />
69002 Lyon",Le Roi Falafel,45.7619768,4.83513849999997,http://vegoresto.fr/resto/le-roi-falafel
,"vegetarian, gluten-free",02 99 79 25 52,"12 rue du Vau Saint Germain<br />
35000 Rennes",Le Saint Germain Des Champs,48.1106624,-1.67702650000001,http://vegoresto.fr/resto/le-saint-germain-des-champs
,,02 97 47 28 18,"8 rue des Orfèvres<br />
56000 Vannes",Le Saint-Exupéry,47.6569274,-2.75752020000004,http://vegoresto.fr/resto/le-saint-exupery
http://www.lesamovar.ouvaton.org/,vegetarian,05 56 74 47 91,"18 rue Camille Sauvageau<br />
33800 Bordeaux",Le Samovar,44.8333505,-0.564823899999965,http://vegoresto.fr/resto/le-samovar
http://www.lesarahb.fr/Accueil.html,,02 99 90 74 60,"9 quai Saint-Antoine<br />
56130 La Roche-Bernard",Le Sarah B.,47.5176743,-2.30327409999995,http://vegoresto.fr/resto/le-sarah-b
http://leshanti.unblog.fr/,vegetarian,09 81 09 09 31,"69 rue Berbisey<br />
21000 Dijon",Le Shanti,47.3175914,5.03489790000003,http://vegoresto.fr/resto/le-shanti
http://www.lesoleildasmarachezelsa.com/,,04 93 76 84 18,"4 rue Delille<br />
06000 Nice",Le soleil d’Asmara,43.7012641,7.27733969999997,http://vegoresto.fr/resto/le-soleil-dasmara
,"vegan, gluten-free",04 93 85 59 50,"7 rue Lamartine<br />
06000 Nice",Le Speakeasy,43.7016506,7.26917030000004,http://vegoresto.fr/resto/le-speakeasy
,,03 89 27 55 04,"1 place Turenne<br />
68230 Turckheim",Le Stammtisch,48.0866344,7.27816929999994,http://vegoresto.fr/resto/le-stammtisch
,,03 89 41 13 01,"22 Rue des Marchands<br />
68000 Colmar",Le Touareg,48.0769536,7.35715860000005,http://vegoresto.fr/resto/le-touareg
www.restaurant-bonsenchablais.fr/,"vegetarian, vegan",04 50 36 33 22,"185 avenue du Mont de Boisy<br />
74890 Bons en Chablais",Le Treseaur,46.2730222,6.36094309999999,http://vegoresto.fr/resto/le-treseaur
,"vegan, gluten-free",01 48 24 90 06,"55 rue de Paradis<br />
75010 Paris",Le Veganovore,48.8755834,2.34876680000002,http://vegoresto.fr/resto/le-veganovore
,,05 55 34 28 82,"133 Rue François Perrin<br />
87000 Limoges",Le Yak,45.8272512,1.23978550000004,http://vegoresto.fr/resto/le-yak
http://www.restoyeti.com/,,05 61 62 80 22,"21 rue de la Colombette<br />
31000 Toulouse",Le Yéti,43.6044198,1.4526065,http://vegoresto.fr/resto/le-yeti
,gluten-free,02 97 54 19 17,"5 rue St Vincent<br />
56000 Vannes",Lecocq&Folks,47.6548095,-2.75802410000006,http://vegoresto.fr/resto/lecocqfolks
www.lesamantsdumarche.fr/,"vegetarian, vegan, gluten-free",05 59 02 75 51,"1 rue Bourbaki<br />
64000 Pau",Les amants du marché,43.3031226,-0.371049099999937,http://vegoresto.fr/resto/les-amants-du-marche
,"vegetarian, gluten-free",06 45 39 25 52,"7, rue du moulin<br />
24620 Les Eyzies",Les carottes sont cuites,44.9360513,1.01471689999994,http://vegoresto.fr/resto/les-carottes-sont-cuites
,"vegetarian, vegan, gluten-free",06 42 61 24 02,26 Nyons,Les crêpes à Babet’,44.3618809,5.14014499999996,http://vegoresto.fr/resto/les-crepes-a-babet
www.lesdelicesdegigi.com/,"vegan, gluten-free",01 43 24 07 53,"67 avenue Ledru Rollin<br />
94170 Le Perreux Sur Marne",Les délices de Gigi,48.84264,2.50240099999996,http://vegoresto.fr/resto/les-delices-de-gigi
lacrusinedeleilla.wordpress.com/,"vegan, gluten-free",06 84 00 65 36,"97 rue de Finlande<br />
81000 Albi",Les Délices de Leilla,43.9257895,2.1307147,http://vegoresto.fr/resto/les-delices-de-leilla
www.lesdeuxabbesses.com/intro/index.html,"vegetarian, vegan, gluten-free",06 76 82 85 10,"Le petit couvent<br />
43300 St Arcons d&#039;Allier",Les Deux Abbesses,45.068254,3.54955700000005,http://vegoresto.fr/resto/les-deux-abbesses
www.crusine.org/default.html,"vegan, gluten-free",06 29 71 49 14,"35 rue des Jardins<br />
57000 Metz",Les Petits Zozios,49.1220943,6.17795479999995,http://vegoresto.fr/resto/les-petits-zozios
http://www.les-potes-au-feu.fr/,gluten-free,02 97 62 15 80,"7 place d’Irlande<br />
56860 Séné",Les potes au Feu,47.6514018,-2.72049609999999,http://vegoresto.fr/resto/les-potes-au-feu
,,06 89 03 04 62,"1 Avenue Général de Gaulle<br />
29246 Poullaouen","Les Puces, Boutique Solidaire",48.3395668,-3.64131699999996,http://vegoresto.fr/resto/les-puces-boutique-solidaire
,,02 97 47 52 44,"6 Rue Alexandre le Pontois<br />
56000 Vannes",Les Remparts,47.6546571,-2.75651170000003,http://vegoresto.fr/resto/les-remparts
http://www.lillietlevegabon.com/,"vegetarian, vegan, gluten-free",06 12 27 87 98,06000 Nice,Lilli et le Vegabon,43.7101728,7.26195319999999,http://vegoresto.fr/resto/lili-et-le-vegabon
,"vegan, gluten-free",06 20 54 45 92,"77 rue de Lodi<br />
13006 Marseille",Londonewyork,43.2894616,5.38734699999998,http://vegoresto.fr/resto/londonewyork
menton.lovinghut.fr/,vegan,04 92 07 32 57,"649 promenade du soleil<br />
06500 Menton",Loving Hut Menton,43.7700846,7.49343109999995,http://vegoresto.fr/resto/loving-hut-menton
paris.lovinghut.fr/,gluten-free,01 48 06 43 84,"92 boulevard Beaumarchais<br />
75011 Paris",Loving Hut Paris,48.8598848,2.36785459999999,http://vegoresto.fr/resto/loving-hut-paris
http://www.lulu-dijon.com/,"vegan, gluten-free",09 86 31 65 46,"12 rue de la Poste<br />
21000 Dijon",Lulu – Graine d’un monde,47.3234548,5.03651450000007,http://vegoresto.fr/resto/lulu-graine-dun-monde
www.restobiolacoustic.com/,"vegetarian, vegan",03 88 92 29 40,"5 place du Marché Vert<br />
67600 Sélestat",L’Acoustic,48.2595149,7.45563279999999,http://vegoresto.fr/resto/lacoustic
http://leffet-papillon.blogspot.fr/,gluten-free,02 98 74 29 25,"22 rue de Douarnenez<br />
29000 Quimper",L’Effet Papillon,47.9974667,-4.10970029999999,http://vegoresto.fr/resto/leffet-papillon
,gluten-free,09 83 85 53 88,"20 place Valencia<br />
56000 Vannes",L’Entrechoc,47.6568428,-2.75741010000002,http://vegoresto.fr/resto/lentrechoc
www.lescargotdesab.fr/,vegan,03 86 62 10 38,"1 avenue Roger Varrey<br />
89300 Joigny",L’Escargot de Sab,47.9806706,3.40149799999995,http://vegoresto.fr/resto/lescargot-de-sab
www.restaurantlessentiel.fr/,,04 69 70 88 00,"9 rue Rachais<br />
69003 Lyon",L’Essentiel,45.7519394,4.85411920000001,http://vegoresto.fr/resto/lessentiel
http://vitasensys.eu/food/restaurant.php,gluten-free,377 97 98 81 46,"1 rue Biovès<br />
Monaco",L’inattendu(e),43.7327247,7.41642339999999,http://vegoresto.fr/resto/linattendue
http://www.magnaleda-restaurantbion.com,gluten-free,04 42 28 00 80,"6110 Route d&#039;Avignon<br />
13540 Aix-en-Provence",Magnaleda,43.5849462,5.37153239999998,http://vegoresto.fr/resto/magnaleda
